name,type,model,color,sku,simples_skus,Body Type,Color Description,description,neck,fingerboard,scale_length,body_material,pickups,bridge,tuning_machines,Options,msrp,visibility,country_of_manufacture,_attribute_set,configurable_attributes,_product_websites,custom_design,enable_googlecheckout,msrp_display_actual_price_type,msrp_enabled,options_container,price,short_description,status,tax_class_id,weight,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided
Rimini 6,simple,RMG6,IRD,RMG6-IRD,,Semi-Hollow,Italia Red,"With a wealth of color and finish options, Wilkinson Mini-Humbuckers and a choice of 6 or 12 string versions, the Rimini range will give you a healthy dose of option anxiety. Choose from Pearl fronts, beautiful natural wood backs and necks — all with matching headstocks. These instruments sound as good as they look and deliver that classic ‘British guitar band’ sound. The Rimini is light weight to play but provides heaviweight sound.",Set Neck w/Hardrock Maple,22fret Rosewood,25.5in. / 635mm,Chambered Agathis Tonewood w/Ash Back,Wilkinson WMH Mini Humbuckers,Tune-o-matic w/Italia Trapeze,Italia Machines,Pearloid Top,1001,1,KR,Default,color,base,shopper/default,1,Use config,Use config,container1,901.01,"With a wealth of color and finish options, Wilkinson Mini-Humbuckers and a choice of 6 or 12 string versions, the Rimini range will give you a healthy dose of option anxiety. Choose from Pearl fronts, beautiful natural wood backs and necks — all with matching headstocks. These instruments sound as good as they look and deliver that classic ‘British guitar band’ sound. The Rimini is light weight to play but provides heaviweight sound.",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Rimini 6,simple,RMG6,BK,RMG6-BK,,Semi-Hollow,Black,"With a wealth of color and finish options, Wilkinson Mini-Humbuckers and a choice of 6 or 12 string versions, the Rimini range will give you a healthy dose of option anxiety. Choose from Pearl fronts, beautiful natural wood backs and necks — all with matching headstocks. These instruments sound as good as they look and deliver that classic ‘British guitar band’ sound. The Rimini is light weight to play but provides heaviweight sound.",Set Neck w/Hardrock Maple,22fret Rosewood,25.5in. / 635mm,Chambered Agathis Tonewood w/Ash Back,Wilkinson WMH Mini Humbuckers,Tune-o-matic w/Italia Trapeze,Italia Machines,Pearloid Top,1001,1,KR,Default,color,base,shopper/default,1,Use config,Use config,container1,901.01,"With a wealth of color and finish options, Wilkinson Mini-Humbuckers and a choice of 6 or 12 string versions, the Rimini range will give you a healthy dose of option anxiety. Choose from Pearl fronts, beautiful natural wood backs and necks — all with matching headstocks. These instruments sound as good as they look and deliver that classic ‘British guitar band’ sound. The Rimini is light weight to play but provides heaviweight sound.",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Rimini 6,simple,RMG6,2TS,RMG6-2TS,,Semi-Hollow,2 Tone Sunburst,"With a wealth of color and finish options, Wilkinson Mini-Humbuckers and a choice of 6 or 12 string versions, the Rimini range will give you a healthy dose of option anxiety. Choose from Pearl fronts, beautiful natural wood backs and necks — all with matching headstocks. These instruments sound as good as they look and deliver that classic ‘British guitar band’ sound. The Rimini is light weight to play but provides heaviweight sound.",Set Neck w/Hardrock Maple,22fret Rosewood,25.5in. / 635mm,Chambered Agathis Tonewood w/Ash Back,Wilkinson WMH Mini Humbuckers,Tune-o-matic w/Italia Trapeze,Italia Machines,Pearloid Top,1001,1,KR,Default,color,base,shopper/default,1,Use config,Use config,container1,901.01,"With a wealth of color and finish options, Wilkinson Mini-Humbuckers and a choice of 6 or 12 string versions, the Rimini range will give you a healthy dose of option anxiety. Choose from Pearl fronts, beautiful natural wood backs and necks — all with matching headstocks. These instruments sound as good as they look and deliver that classic ‘British guitar band’ sound. The Rimini is light weight to play but provides heaviweight sound.",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Rimini 6,simple,RMG6,HSB,RMG6-HSB,,Semi-Hollow,Herritage Sunburst,"With a wealth of color and finish options, Wilkinson Mini-Humbuckers and a choice of 6 or 12 string versions, the Rimini range will give you a healthy dose of option anxiety. Choose from Pearl fronts, beautiful natural wood backs and necks — all with matching headstocks. These instruments sound as good as they look and deliver that classic ‘British guitar band’ sound. The Rimini is light weight to play but provides heaviweight sound.",Set Neck w/Hardrock Maple,22fret Rosewood,25.5in. / 635mm,Chambered Agathis Tonewood w/Ash Back,Wilkinson WMH Mini Humbuckers,Tune-o-matic w/Italia Trapeze,Italia Machines,Pearloid Top,1001,1,KR,Default,color,base,shopper/default,1,Use config,Use config,container1,901.01,"With a wealth of color and finish options, Wilkinson Mini-Humbuckers and a choice of 6 or 12 string versions, the Rimini range will give you a healthy dose of option anxiety. Choose from Pearl fronts, beautiful natural wood backs and necks — all with matching headstocks. These instruments sound as good as they look and deliver that classic ‘British guitar band’ sound. The Rimini is light weight to play but provides heaviweight sound.",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Rimini 6,simple,RMG6,CSB,RMG6-CSB,,Semi-Hollow,Cheery Sunburst,"With a wealth of color and finish options, Wilkinson Mini-Humbuckers and a choice of 6 or 12 string versions, the Rimini range will give you a healthy dose of option anxiety. Choose from Pearl fronts, beautiful natural wood backs and necks — all with matching headstocks. These instruments sound as good as they look and deliver that classic ‘British guitar band’ sound. The Rimini is light weight to play but provides heaviweight sound.",Set Neck w/Hardrock Maple,22fret Rosewood,25.5in. / 635mm,Chambered Agathis Tonewood w/Ash Back,Wilkinson WMH Mini Humbuckers,Tune-o-matic w/Italia Trapeze,Italia Machines,Pearloid Top,1001,1,KR,Default,color,base,shopper/default,1,Use config,Use config,container1,901.01,"With a wealth of color and finish options, Wilkinson Mini-Humbuckers and a choice of 6 or 12 string versions, the Rimini range will give you a healthy dose of option anxiety. Choose from Pearl fronts, beautiful natural wood backs and necks — all with matching headstocks. These instruments sound as good as they look and deliver that classic ‘British guitar band’ sound. The Rimini is light weight to play but provides heaviweight sound.",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Rimini 6,simple,RMG6,WHP,RMG6-WHP,,Semi-Hollow,White Pearloid,"With a wealth of color and finish options, Wilkinson Mini-Humbuckers and a choice of 6 or 12 string versions, the Rimini range will give you a healthy dose of option anxiety. Choose from Pearl fronts, beautiful natural wood backs and necks — all with matching headstocks. These instruments sound as good as they look and deliver that classic ‘British guitar band’ sound. The Rimini is light weight to play but provides heaviweight sound.",Set Neck w/Hardrock Maple,22fret Rosewood,25.5in. / 635mm,Chambered Agathis Tonewood w/Ash Back,Wilkinson WMH Mini Humbuckers,Tune-o-matic w/Italia Trapeze,Italia Machines,Pearloid Top,1001,1,KR,Default,color,base,shopper/default,1,Use config,Use config,container1,901.01,"With a wealth of color and finish options, Wilkinson Mini-Humbuckers and a choice of 6 or 12 string versions, the Rimini range will give you a healthy dose of option anxiety. Choose from Pearl fronts, beautiful natural wood backs and necks — all with matching headstocks. These instruments sound as good as they look and deliver that classic ‘British guitar band’ sound. The Rimini is light weight to play but provides heaviweight sound.",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Rimini 6,simple,RMG6,GRP,RMG6-GRP,,Semi-Hollow,Grey Pearloid,"With a wealth of color and finish options, Wilkinson Mini-Humbuckers and a choice of 6 or 12 string versions, the Rimini range will give you a healthy dose of option anxiety. Choose from Pearl fronts, beautiful natural wood backs and necks — all with matching headstocks. These instruments sound as good as they look and deliver that classic ‘British guitar band’ sound. The Rimini is light weight to play but provides heaviweight sound.",Set Neck w/Hardrock Maple,22fret Rosewood,25.5in. / 635mm,Chambered Agathis Tonewood w/Ash Back,Wilkinson WMH Mini Humbuckers,Tune-o-matic w/Italia Trapeze,Italia Machines,Pearloid Top,1001,1,KR,Default,color,base,shopper/default,1,Use config,Use config,container1,901.01,"With a wealth of color and finish options, Wilkinson Mini-Humbuckers and a choice of 6 or 12 string versions, the Rimini range will give you a healthy dose of option anxiety. Choose from Pearl fronts, beautiful natural wood backs and necks — all with matching headstocks. These instruments sound as good as they look and deliver that classic ‘British guitar band’ sound. The Rimini is light weight to play but provides heaviweight sound.",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Rimini 6,simple,RMG6,RDP,RMG6-RDP,,Semi-Hollow,Red Pearloid,"With a wealth of color and finish options, Wilkinson Mini-Humbuckers and a choice of 6 or 12 string versions, the Rimini range will give you a healthy dose of option anxiety. Choose from Pearl fronts, beautiful natural wood backs and necks — all with matching headstocks. These instruments sound as good as they look and deliver that classic ‘British guitar band’ sound. The Rimini is light weight to play but provides heaviweight sound.",Set Neck w/Hardrock Maple,22fret Rosewood,25.5in. / 635mm,Chambered Agathis Tonewood w/Ash Back,Wilkinson WMH Mini Humbuckers,Tune-o-matic w/Italia Trapeze,Italia Machines,Pearloid Top,1001,1,KR,Default,color,base,shopper/default,1,Use config,Use config,container1,901.01,"With a wealth of color and finish options, Wilkinson Mini-Humbuckers and a choice of 6 or 12 string versions, the Rimini range will give you a healthy dose of option anxiety. Choose from Pearl fronts, beautiful natural wood backs and necks — all with matching headstocks. These instruments sound as good as they look and deliver that classic ‘British guitar band’ sound. The Rimini is light weight to play but provides heaviweight sound.",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Rimini 6,configurable,,,RMG6,"RMG6-RDP,RMG6-GRP,RMG6-WHP,RMG6-CSB,RMG6-HSB,RMG6-2TS,RMG6-BK,RMG6-IRD,RMG6-IBL",Semi-Hollow,,"With a wealth of color and finish options, Wilkinson Mini-Humbuckers and a choice of 6 or 12 string versions, the Rimini range will give you a healthy dose of option anxiety. Choose from Pearl fronts, beautiful natural wood backs and necks — all with matching headstocks. These instruments sound as good as they look and deliver that classic ‘British guitar band’ sound. The Rimini is light weight to play but provides heaviweight sound.",Set Neck w/Hardrock Maple,22fret Rosewood,25.5in. / 635mm,Chambered Agathis Tonewood w/Ash Back,Wilkinson WMH Mini Humbuckers,Tune-o-matic w/Italia Trapeze,Italia Machines,Pearloid Top,1001,4,KR,Default,color,base,shopper/default,1,Use config,Use config,container1,901.01,"With a wealth of color and finish options, Wilkinson Mini-Humbuckers and a choice of 6 or 12 string versions, the Rimini range will give you a healthy dose of option anxiety. Choose from Pearl fronts, beautiful natural wood backs and necks — all with matching headstocks. These instruments sound as good as they look and deliver that classic ‘British guitar band’ sound. The Rimini is light weight to play but provides heaviweight sound.",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
 Rimini 12                          ,simple,RMG12,IBL,RMG12-IBL,,Semi-Hollow,Italia Blue,"The Rimini 12 string version is a powerhouse piece in your arsenal. A rich and unique sound will be just what the doctor ordered to capture that luxurious sound. The Wilkinson Mini-Humbuckers accentuate the rich chambered acoustic sound. Choose from Pearl fronts, beautiful natural wood backs and necks — all with matching headstocks. These instruments sound as good as they look and deliver that classic ‘British guitar band’ sound. The Rimini is light weight to play but provides heaviweight sound.",Set Neck w/Hardrock Maple,22fret Rosewood,25.5in. / 635mm,Chambered Agathis Tonewood w/Ash Back,Wilkinson WMH Mini Humbuckers,Tune-o-matic w/Italia 12s Trapeze,Italia Machines,Pearloid Top,1001,1,KR,Default,color,base,shopper/default,1,Use config,Use config,container1,901.01,"The Rimini 12 string version is a powerhouse piece in your arsenal. A rich and unique sound will be just what the doctor ordered to capture that luxurious sound. The Wilkinson Mini-Humbuckers accentuate the rich chambered acoustic sound. Choose from Pearl fronts, beautiful natural wood backs and necks — all with matching headstocks. These instruments sound as good as they look and deliver that classic ‘British guitar band’ sound. The Rimini is light weight to play but provides heaviweight sound.",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
 Rimini 12                          ,simple,RMG12,IRD,RMG12-IRD,,Semi-Hollow,Italia Red,"The Rimini 12 string version is a powerhouse piece in your arsenal. A rich and unique sound will be just what the doctor ordered to capture that luxurious sound. The Wilkinson Mini-Humbuckers accentuate the rich chambered acoustic sound. Choose from Pearl fronts, beautiful natural wood backs and necks — all with matching headstocks. These instruments sound as good as they look and deliver that classic ‘British guitar band’ sound. The Rimini is light weight to play but provides heaviweight sound.",Set Neck w/Hardrock Maple,22fret Rosewood,25.5in. / 635mm,Chambered Agathis Tonewood w/Ash Back,Wilkinson WMH Mini Humbuckers,Tune-o-matic w/Italia 12s Trapeze,Italia Machines,Pearloid Top,1001,1,KR,Default,color,base,shopper/default,1,Use config,Use config,container1,901.01,"The Rimini 12 string version is a powerhouse piece in your arsenal. A rich and unique sound will be just what the doctor ordered to capture that luxurious sound. The Wilkinson Mini-Humbuckers accentuate the rich chambered acoustic sound. Choose from Pearl fronts, beautiful natural wood backs and necks — all with matching headstocks. These instruments sound as good as they look and deliver that classic ‘British guitar band’ sound. The Rimini is light weight to play but provides heaviweight sound.",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
 Rimini 12                          ,simple,RMG12,BK,RMG12-BK,,Semi-Hollow,Black,"The Rimini 12 string version is a powerhouse piece in your arsenal. A rich and unique sound will be just what the doctor ordered to capture that luxurious sound. The Wilkinson Mini-Humbuckers accentuate the rich chambered acoustic sound. Choose from Pearl fronts, beautiful natural wood backs and necks — all with matching headstocks. These instruments sound as good as they look and deliver that classic ‘British guitar band’ sound. The Rimini is light weight to play but provides heaviweight sound.",Set Neck w/Hardrock Maple,22fret Rosewood,25.5in. / 635mm,Chambered Agathis Tonewood w/Ash Back,Wilkinson WMH Mini Humbuckers,Tune-o-matic w/Italia 12s Trapeze,Italia Machines,Pearloid Top,1001,1,KR,Default,color,base,shopper/default,1,Use config,Use config,container1,901.01,"The Rimini 12 string version is a powerhouse piece in your arsenal. A rich and unique sound will be just what the doctor ordered to capture that luxurious sound. The Wilkinson Mini-Humbuckers accentuate the rich chambered acoustic sound. Choose from Pearl fronts, beautiful natural wood backs and necks — all with matching headstocks. These instruments sound as good as they look and deliver that classic ‘British guitar band’ sound. The Rimini is light weight to play but provides heaviweight sound.",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
 Rimini 12                          ,simple,RMG12,2TS,RMG12-2TS,,Semi-Hollow,2 Tone Sunburst,"The Rimini 12 string version is a powerhouse piece in your arsenal. A rich and unique sound will be just what the doctor ordered to capture that luxurious sound. The Wilkinson Mini-Humbuckers accentuate the rich chambered acoustic sound. Choose from Pearl fronts, beautiful natural wood backs and necks — all with matching headstocks. These instruments sound as good as they look and deliver that classic ‘British guitar band’ sound. The Rimini is light weight to play but provides heaviweight sound.",Set Neck w/Hardrock Maple,22fret Rosewood,25.5in. / 635mm,Chambered Agathis Tonewood w/Ash Back,Wilkinson WMH Mini Humbuckers,Tune-o-matic w/Italia 12s Trapeze,Italia Machines,Pearloid Top,1001,1,KR,Default,color,base,shopper/default,1,Use config,Use config,container1,901.01,"The Rimini 12 string version is a powerhouse piece in your arsenal. A rich and unique sound will be just what the doctor ordered to capture that luxurious sound. The Wilkinson Mini-Humbuckers accentuate the rich chambered acoustic sound. Choose from Pearl fronts, beautiful natural wood backs and necks — all with matching headstocks. These instruments sound as good as they look and deliver that classic ‘British guitar band’ sound. The Rimini is light weight to play but provides heaviweight sound.",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
 Rimini 12                          ,simple,RMG12,HSB,RMG12-HSB,,Semi-Hollow,Herritage Sunburst,"The Rimini 12 string version is a powerhouse piece in your arsenal. A rich and unique sound will be just what the doctor ordered to capture that luxurious sound. The Wilkinson Mini-Humbuckers accentuate the rich chambered acoustic sound. Choose from Pearl fronts, beautiful natural wood backs and necks — all with matching headstocks. These instruments sound as good as they look and deliver that classic ‘British guitar band’ sound. The Rimini is light weight to play but provides heaviweight sound.",Set Neck w/Hardrock Maple,22fret Rosewood,25.5in. / 635mm,Chambered Agathis Tonewood w/Ash Back,Wilkinson WMH Mini Humbuckers,Tune-o-matic w/Italia 12s Trapeze,Italia Machines,Pearloid Top,1001,1,KR,Default,color,base,shopper/default,1,Use config,Use config,container1,901.01,"The Rimini 12 string version is a powerhouse piece in your arsenal. A rich and unique sound will be just what the doctor ordered to capture that luxurious sound. The Wilkinson Mini-Humbuckers accentuate the rich chambered acoustic sound. Choose from Pearl fronts, beautiful natural wood backs and necks — all with matching headstocks. These instruments sound as good as they look and deliver that classic ‘British guitar band’ sound. The Rimini is light weight to play but provides heaviweight sound.",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
 Rimini 12                          ,simple,RMG12,CSB,RMG12-CSB,,Semi-Hollow,Cheery Sunburst,"The Rimini 12 string version is a powerhouse piece in your arsenal. A rich and unique sound will be just what the doctor ordered to capture that luxurious sound. The Wilkinson Mini-Humbuckers accentuate the rich chambered acoustic sound. Choose from Pearl fronts, beautiful natural wood backs and necks — all with matching headstocks. These instruments sound as good as they look and deliver that classic ‘British guitar band’ sound. The Rimini is light weight to play but provides heaviweight sound.",Set Neck w/Hardrock Maple,22fret Rosewood,25.5in. / 635mm,Chambered Agathis Tonewood w/Ash Back,Wilkinson WMH Mini Humbuckers,Tune-o-matic w/Italia 12s Trapeze,Italia Machines,Pearloid Top,1001,1,KR,Default,color,base,shopper/default,1,Use config,Use config,container1,901.01,"The Rimini 12 string version is a powerhouse piece in your arsenal. A rich and unique sound will be just what the doctor ordered to capture that luxurious sound. The Wilkinson Mini-Humbuckers accentuate the rich chambered acoustic sound. Choose from Pearl fronts, beautiful natural wood backs and necks — all with matching headstocks. These instruments sound as good as they look and deliver that classic ‘British guitar band’ sound. The Rimini is light weight to play but provides heaviweight sound.",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
 Rimini 12                          ,simple,RMG12,WHP,RMG12-WHP,,Semi-Hollow,White Pearloid,"The Rimini 12 string version is a powerhouse piece in your arsenal. A rich and unique sound will be just what the doctor ordered to capture that luxurious sound. The Wilkinson Mini-Humbuckers accentuate the rich chambered acoustic sound. Choose from Pearl fronts, beautiful natural wood backs and necks — all with matching headstocks. These instruments sound as good as they look and deliver that classic ‘British guitar band’ sound. The Rimini is light weight to play but provides heaviweight sound.",Set Neck w/Hardrock Maple,22fret Rosewood,25.5in. / 635mm,Chambered Agathis Tonewood w/Ash Back,Wilkinson WMH Mini Humbuckers,Tune-o-matic w/Italia 12s Trapeze,Italia Machines,Pearloid Top,1001,1,KR,Default,color,base,shopper/default,1,Use config,Use config,container1,901.01,"The Rimini 12 string version is a powerhouse piece in your arsenal. A rich and unique sound will be just what the doctor ordered to capture that luxurious sound. The Wilkinson Mini-Humbuckers accentuate the rich chambered acoustic sound. Choose from Pearl fronts, beautiful natural wood backs and necks — all with matching headstocks. These instruments sound as good as they look and deliver that classic ‘British guitar band’ sound. The Rimini is light weight to play but provides heaviweight sound.",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
 Rimini 12                          ,simple,RMG12,GRP,RMG12-GRP,,Semi-Hollow,Grey Pearloid,"The Rimini 12 string version is a powerhouse piece in your arsenal. A rich and unique sound will be just what the doctor ordered to capture that luxurious sound. The Wilkinson Mini-Humbuckers accentuate the rich chambered acoustic sound. Choose from Pearl fronts, beautiful natural wood backs and necks — all with matching headstocks. These instruments sound as good as they look and deliver that classic ‘British guitar band’ sound. The Rimini is light weight to play but provides heaviweight sound.",Set Neck w/Hardrock Maple,22fret Rosewood,25.5in. / 635mm,Chambered Agathis Tonewood w/Ash Back,Wilkinson WMH Mini Humbuckers,Tune-o-matic w/Italia 12s Trapeze,Italia Machines,Pearloid Top,1001,1,KR,Default,color,base,shopper/default,1,Use config,Use config,container1,901.01,"The Rimini 12 string version is a powerhouse piece in your arsenal. A rich and unique sound will be just what the doctor ordered to capture that luxurious sound. The Wilkinson Mini-Humbuckers accentuate the rich chambered acoustic sound. Choose from Pearl fronts, beautiful natural wood backs and necks — all with matching headstocks. These instruments sound as good as they look and deliver that classic ‘British guitar band’ sound. The Rimini is light weight to play but provides heaviweight sound.",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
 Rimini 12                          ,simple,RMG12,RDP,RMG12-RDP,,Semi-Hollow,Red Pearloid,"The Rimini 12 string version is a powerhouse piece in your arsenal. A rich and unique sound will be just what the doctor ordered to capture that luxurious sound. The Wilkinson Mini-Humbuckers accentuate the rich chambered acoustic sound. Choose from Pearl fronts, beautiful natural wood backs and necks — all with matching headstocks. These instruments sound as good as they look and deliver that classic ‘British guitar band’ sound. The Rimini is light weight to play but provides heaviweight sound.",Set Neck w/Hardrock Maple,22fret Rosewood,25.5in. / 635mm,Chambered Agathis Tonewood w/Ash Back,Wilkinson WMH Mini Humbuckers,Tune-o-matic w/Italia 12s Trapeze,Italia Machines,Pearloid Top,1001,1,KR,Default,color,base,shopper/default,1,Use config,Use config,container1,901.01,"The Rimini 12 string version is a powerhouse piece in your arsenal. A rich and unique sound will be just what the doctor ordered to capture that luxurious sound. The Wilkinson Mini-Humbuckers accentuate the rich chambered acoustic sound. Choose from Pearl fronts, beautiful natural wood backs and necks — all with matching headstocks. These instruments sound as good as they look and deliver that classic ‘British guitar band’ sound. The Rimini is light weight to play but provides heaviweight sound.",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
 Rimini 12                          ,configurable,,,RMG12,"RMG12-RDP,RMG12-GRP,RMG12-WHP,RMG12-CSB,RMG12-HSB,RMG12-2TS,RMG12-BK,RMG12-IRD,RMG12-IBL",Semi-Hollow,,"The Rimini 12 string version is a powerhouse piece in your arsenal. A rich and unique sound will be just what the doctor ordered to capture that luxurious sound. The Wilkinson Mini-Humbuckers accentuate the rich chambered acoustic sound. Choose from Pearl fronts, beautiful natural wood backs and necks — all with matching headstocks. These instruments sound as good as they look and deliver that classic ‘British guitar band’ sound. The Rimini is light weight to play but provides heaviweight sound.",Set Neck w/Hardrock Maple,22fret Rosewood,25.5in. / 635mm,Chambered Agathis Tonewood w/Ash Back,Wilkinson WMH Mini Humbuckers,Tune-o-matic w/Italia 12s Trapeze,Italia Machines,Pearloid Top,1001,4,KR,Default,color,base,shopper/default,1,Use config,Use config,container1,901.01,"The Rimini 12 string version is a powerhouse piece in your arsenal. A rich and unique sound will be just what the doctor ordered to capture that luxurious sound. The Wilkinson Mini-Humbuckers accentuate the rich chambered acoustic sound. Choose from Pearl fronts, beautiful natural wood backs and necks — all with matching headstocks. These instruments sound as good as they look and deliver that classic ‘British guitar band’ sound. The Rimini is light weight to play but provides heaviweight sound.",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Rimini Twin Double Neck,simple,RMGDB,IBL,RMGDB-IBL,,Semi-Hollow,Italia Blue,"The Rimini Double Neck is not only aesthetically a showstopper, but a diverse tone-making machine. Combining the rich and unique sound of the 12, but having the 6 string just inches away make it perfect for those complex transitions. Choose from Pearl fronts, beautiful natural wood backs and necks — all with matching headstocks. These instruments sound as good as they look and deliver that classic ‘British guitar band’ sound. ",Set Neck w/Hardrock Maple,22fret Rosewood,25.5in. / 635mm,Chambered Agathis Tonewood w/Ash Back,Wilkinson WMH Mini Humbuckers,Tune-o-matic w/Italia Trapeze & Tune-o-matic w/Italia 12s Trapeze,Italia Machines,Pearloid Top,1001,1,KR,Default,color,base,shopper/default,1,Use config,Use config,container1,901.01,"The Rimini Double Neck is not only aesthetically a showstopper, but a diverse tone-making machine. Combining the rich and unique sound of the 12, but having the 6 string just inches away make it perfect for those complex transitions. Choose from Pearl fronts, beautiful natural wood backs and necks — all with matching headstocks. These instruments sound as good as they look and deliver that classic ‘British guitar band’ sound. ",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Rimini Twin Double Neck,simple,RMGDB,IRD,RMGDB-IRD,,Semi-Hollow,Italia Red,"The Rimini Double Neck is not only aesthetically a showstopper, but a diverse tone-making machine. Combining the rich and unique sound of the 12, but having the 6 string just inches away make it perfect for those complex transitions. Choose from Pearl fronts, beautiful natural wood backs and necks — all with matching headstocks. These instruments sound as good as they look and deliver that classic ‘British guitar band’ sound. ",Set Neck w/Hardrock Maple,22fret Rosewood,25.5in. / 635mm,Chambered Agathis Tonewood w/Ash Back,Wilkinson WMH Mini Humbuckers,Tune-o-matic w/Italia Trapeze & Tune-o-matic w/Italia 12s Trapeze,Italia Machines,Pearloid Top,1001,1,KR,Default,color,base,shopper/default,1,Use config,Use config,container1,901.01,"The Rimini Double Neck is not only aesthetically a showstopper, but a diverse tone-making machine. Combining the rich and unique sound of the 12, but having the 6 string just inches away make it perfect for those complex transitions. Choose from Pearl fronts, beautiful natural wood backs and necks — all with matching headstocks. These instruments sound as good as they look and deliver that classic ‘British guitar band’ sound. ",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Rimini Twin Double Neck,simple,RMGDB,BK,RMGDB-BK,,Semi-Hollow,Black,"The Rimini Double Neck is not only aesthetically a showstopper, but a diverse tone-making machine. Combining the rich and unique sound of the 12, but having the 6 string just inches away make it perfect for those complex transitions. Choose from Pearl fronts, beautiful natural wood backs and necks — all with matching headstocks. These instruments sound as good as they look and deliver that classic ‘British guitar band’ sound. ",Set Neck w/Hardrock Maple,22fret Rosewood,25.5in. / 635mm,Chambered Agathis Tonewood w/Ash Back,Wilkinson WMH Mini Humbuckers,Tune-o-matic w/Italia Trapeze & Tune-o-matic w/Italia 12s Trapeze,Italia Machines,Pearloid Top,1001,1,KR,Default,color,base,shopper/default,1,Use config,Use config,container1,901.01,"The Rimini Double Neck is not only aesthetically a showstopper, but a diverse tone-making machine. Combining the rich and unique sound of the 12, but having the 6 string just inches away make it perfect for those complex transitions. Choose from Pearl fronts, beautiful natural wood backs and necks — all with matching headstocks. These instruments sound as good as they look and deliver that classic ‘British guitar band’ sound. ",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Rimini Twin Double Neck,simple,RMGDB,2TS,RMGDB-2TS,,Semi-Hollow,2 Tone Sunburst,"The Rimini Double Neck is not only aesthetically a showstopper, but a diverse tone-making machine. Combining the rich and unique sound of the 12, but having the 6 string just inches away make it perfect for those complex transitions. Choose from Pearl fronts, beautiful natural wood backs and necks — all with matching headstocks. These instruments sound as good as they look and deliver that classic ‘British guitar band’ sound. ",Set Neck w/Hardrock Maple,22fret Rosewood,25.5in. / 635mm,Chambered Agathis Tonewood w/Ash Back,Wilkinson WMH Mini Humbuckers,Tune-o-matic w/Italia Trapeze & Tune-o-matic w/Italia 12s Trapeze,Italia Machines,Pearloid Top,1001,1,KR,Default,color,base,shopper/default,1,Use config,Use config,container1,901.01,"The Rimini Double Neck is not only aesthetically a showstopper, but a diverse tone-making machine. Combining the rich and unique sound of the 12, but having the 6 string just inches away make it perfect for those complex transitions. Choose from Pearl fronts, beautiful natural wood backs and necks — all with matching headstocks. These instruments sound as good as they look and deliver that classic ‘British guitar band’ sound. ",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
